[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-28 19:21:04] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-28 19:21:04] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264\
[2024-10-28 19:21:04] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/blog/
[2024-10-28 19:21:23] [class-ss-page.php:119] Checking Content Identical:45754b190f745f285f1287cd670e3406e6c4eb75===. Value: FALSE
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-10-28 19:21:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 603
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe433bc2e4-n792EF.tmp
[2024-10-28 19:21:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt?simply_static_page=1111
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt?simply_static_page=1111
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe433bc2e4-n792EF.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:23] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-10-28 19:21:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 603
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe433c2e31-030dSX.tmp
[2024-10-28 19:21:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/styleguide.js?simply_static_page=1112
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/styleguide.js?simply_static_page=1112
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:103] Filesize: 104093 bytes
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide.js
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe433c2e31-030dSX.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:23] [class-ss-page.php:119] Checking Content Identical:722279b4044e81dd3c5cb693d656197526c5971e===. Value: FALSE
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-10-28 19:21:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 603
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe433ca51e-dOQ5iA.tmp
[2024-10-28 19:21:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/styleguide.min.js?simply_static_page=1113
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/styleguide.min.js?simply_static_page=1113
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:103] Filesize: 46868 bytes
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe433ca51e-dOQ5iA.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:23] [class-ss-page.php:119] Checking Content Identical:77172f469522e4deef04282bce05733df7f3f62d===. Value: FALSE
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-10-28 19:21:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 603
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe433d1706-pV7QJx.tmp
[2024-10-28 19:21:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js?simply_static_page=1114
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js?simply_static_page=1114
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:103] Filesize: 7456 bytes
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe433d1706-pV7QJx.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:23] [class-ss-page.php:119] Checking Content Identical:e0ae1b67a75056289ed61221da74fa87ee7f1908===. Value: FALSE
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-10-28 19:21:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 603
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe433d7c82-H5nIXM.tmp
[2024-10-28 19:21:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js?simply_static_page=1115
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js?simply_static_page=1115
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:103] Filesize: 3705 bytes
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe433d7c82-H5nIXM.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:23] [class-ss-page.php:119] Checking Content Identical:8d062a77628c0a2d181589ab8b57cef4b29c8fb6===. Value: FALSE
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-10-28 19:21:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 603
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe433de887-oQ4vDp.tmp
[2024-10-28 19:21:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js?simply_static_page=1116
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js?simply_static_page=1116
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:103] Filesize: 1360 bytes
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe433de887-oQ4vDp.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:23] [class-ss-page.php:119] Checking Content Identical:232525b92aa21139b7ef20dbd93191ec8c26c02d===. Value: FALSE
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-10-28 19:21:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 603
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe433e46e0-f6bI5k.tmp
[2024-10-28 19:21:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js?simply_static_page=1117
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js?simply_static_page=1117
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:103] Filesize: 2800 bytes
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe433e46e0-f6bI5k.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:23] [class-ss-page.php:119] Checking Content Identical:a6273bdae027d9d8557faf4d5e056196f0e9bee3===. Value: FALSE
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js
[2024-10-28 19:21:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 603
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe433ea8e9-HVgX2K.tmp
[2024-10-28 19:21:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js?simply_static_page=1118
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js?simply_static_page=1118
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:103] Filesize: 26305 bytes
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe433ea8e9-HVgX2K.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:23] [class-ss-page.php:119] Checking Content Identical:ca890a7eda8aa8244fea218ce98f76f17696c60b===. Value: FALSE
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt
[2024-10-28 19:21:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 603
[2024-10-28 19:21:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe433f0e39-Flh2GO.tmp
[2024-10-28 19:21:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt?simply_static_page=1119
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt?simply_static_page=1119
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:103] Filesize: 188 bytes
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt
[2024-10-28 19:21:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe433f0e39-Flh2GO.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:24] [class-ss-page.php:119] Checking Content Identical:7d641a296719088bc7547fc6b778bfeedb28f0dc===. Value: FALSE
[2024-10-28 19:21:24] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 450 of 603 pages/files
[2024-10-28 19:21:24] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-28 19:21:24] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-28 19:21:24] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:69] Total pages: 603; Pages remaining: 103
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-path.a20877e832db83423958.bundle.js
[2024-10-28 19:21:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 603
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe434990e8-4oF0b7.tmp
[2024-10-28 19:21:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/text-path.a20877e832db83423958.bundle.js?simply_static_page=1120
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/text-path.a20877e832db83423958.bundle.js?simply_static_page=1120
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:103] Filesize: 77898 bytes
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.a20877e832db83423958.bundle.js
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe434990e8-4oF0b7.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/text-path.a20877e832db83423958.bundle.js
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:24] [class-ss-page.php:119] Checking Content Identical:141d649fbb1a42935edc1bd119bba0930814f063===. Value: FALSE
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-10-28 19:21:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 603
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe434a3ed8-hWxNbZ.tmp
[2024-10-28 19:21:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js?simply_static_page=1121
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js?simply_static_page=1121
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:103] Filesize: 3770 bytes
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe434a3ed8-hWxNbZ.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:24] [class-ss-page.php:119] Checking Content Identical:3a803e29f5a83c6fcf034e09b97222a7689e153e===. Value: FALSE
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-10-28 19:21:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 603
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe434aabb8-hX3sEd.tmp
[2024-10-28 19:21:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js?simply_static_page=1122
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js?simply_static_page=1122
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:103] Filesize: 7560 bytes
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe434aabb8-hX3sEd.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:24] [class-ss-page.php:119] Checking Content Identical:78cbfc656e7a8fec1a682551a843be42a13763ed===. Value: FALSE
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-10-28 19:21:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 603
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe434b21c2-PKe48f.tmp
[2024-10-28 19:21:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js?simply_static_page=1123
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js?simply_static_page=1123
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:103] Filesize: 3237 bytes
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-10-28 19:21:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe434b21c2-PKe48f.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:24] [class-ss-page.php:119] Checking Content Identical:6e9d0b575086e7e4e84ea3fe70479e99f0223052===. Value: FALSE
[2024-10-28 19:21:24] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
